Date,AAPL,AMZN,CAT,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,V,XOM
2015-01-02,24.237550735473633,15.425999641418457,69.32037353515625,70.20953369140625,26.296133041381836,76.95556640625,46.72092819213867,29.78339958190918,77.96934509277344,39.85845947265625,0.4830382168292999,18.688913345336914,66.51834869384766,61.340980529785156,57.91689682006836
2015-01-05,23.55474281311035,15.10949993133545,65.6612319946289,67.40314483642578,25.795087814331055,76.41809844970703,45.270484924316406,29.78339958190918,76.7170639038086,39.49191665649414,0.4748796820640564,18.58750343322754,66.20208740234375,59.98695373535156,56.33219528198242
2015-01-06,23.556957244873047,14.76449966430664,65.23870849609375,67.37197875976562,25.158479690551758,76.0425796508789,44.09666061401367,30.009571075439453,75.68343353271484,38.91229248046875,0.4604822099208832,18.742605209350586,65.90050506591797,59.60041809082031,56.0327033996582
2015-01-07,23.88728141784668,14.920999526977539,66.24968719482422,67.31586456298828,25.084487915039062,77.72128295898438,44.16394805908203,30.384157180786133,75.68343353271484,39.406673431396484,0.45928239822387695,18.999103546142578,66.24620056152344,60.398948669433594,56.600486755371094
2015-01-08,24.805076599121094,15.02299976348877,66.92870330810547,68.85624694824219,25.17188835144043,78.33238983154297,45.150856018066406,30.751693725585938,77.70099639892578,40.565948486328125,0.47655943036079407,19.3868408203125,67.0037612915039,61.209041595458984,57.54257583618164
2015-01-09,24.831684112548828,14.846500396728516,66.12899017333984,67.48424530029297,24.864505767822266,77.2647933959961,44.365821838378906,30.412433624267578,77.26368713378906,40.2249755859375,0.4784791171550751,19.476320266723633,66.37858581542969,60.301727294921875,57.46147155761719
2015-01-12,24.219810485839844,14.570500373840332,65.55555725097656,66.0311508178711,24.682762145996094,76.9997329711914,43.98452377319336,30.136783599853516,76.24993896484375,39.72206497192383,0.47248005867004395,19.547903060913086,66.13589477539062,60.183677673339844,56.3571662902832
2015-01-13,24.434864044189453,14.737000465393066,65.16326141357422,64.9834213256836,24.918136596679688,77.13226318359375,43.99198532104492,30.12972640991211,75.98159790039062,39.51749801635742,0.47176021337509155,19.35104751586914,66.41539001464844,60.35960006713867,56.151268005371094
2015-01-14,24.341745376586914,14.66349983215332,64.93693542480469,64.79635620117188,25.12322425842285,76.57269287109375,42.4742546081543,30.08025550842285,75.81263732910156,39.17654037475586,0.47367990016937256,19.37491226196289,66.18738555908203,59.15139389038086,55.98903274536133
2015-01-15,23.681108474731445,14.34749984741211,64.13822937011719,64.02925872802734,25.02787971496582,75.46092987060547,41.113525390625,29.953039169311523,73.59629821777344,38.76736831665039,0.47032055258750916,19.327186584472656,66.09173583984375,58.58893966674805,55.50238800048828
